         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT     GHB_NORTH_IN    GHB_NORTH_OUT     GHB_SOUTH_IN    GHB_SOUTH_OUT           SFR_IN          SFR_OUT          MNW2_IN         MNW2_OUT     FMP_WELLS_IN    FMP_WELLS_OUT       FMP_FNR_IN      FMP_FNR_OUT         IN_OUT  PERCENT_ERROR
2011-05-16T12:00:00    17     2           15.5          516.0       3270.23335              0.0              0.0              0.0              0.0        754.94215              0.0       1841.81040        269.37635              0.0              0.0              0.0              0.0       1285.71429        342.85714              0.0   4.6893547E-9  1.2078286E-10
2011-06-01T00:00:00    18     1           15.0          531.0       4742.69882              0.0              0.0              0.0              0.0       1011.63288              0.0       2060.50717        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   6.4328560E-9  1.2167108E-10
2011-06-16T00:00:00    18     2           15.0          546.0       4727.57348              0.0              0.0              0.0              0.0       1007.16203              0.0       2049.85268        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   5.8053047E-9  1.1011659E-10
2011-07-01T00:00:00    19     1           15.5          561.5       5228.34259              0.0              0.0              0.0              0.0       1278.93924              0.0       2278.84458        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   5.0031304E-9  8.6668345E-11
2011-07-16T12:00:00    19     2           15.5          577.0       5210.82227              0.0              0.0              0.0              0.0       1273.40837              0.0       2266.85512        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   4.4137778E-9  7.6691855E-11
2011-08-01T00:00:00    20     1           15.5          592.5       5561.10455              0.0              0.0              0.0              0.0       1466.52119              0.0       2424.02458        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   4.3373802E-9  7.1040624E-11
2011-08-16T12:00:00    20     2           15.5          608.0       5542.27640              0.0              0.0              0.0              0.0       1460.34737              0.0       2411.37026        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   2.9440343E-9  4.8368597E-11
2011-09-01T00:00:00    21     1           15.0          623.0       5736.28422              0.0              0.0              0.0              0.0       1531.60078              0.0       2463.80107        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   2.5302143E-9  4.0282877E-11
2011-09-16T00:00:00    21     2           15.0          638.0       5717.51955              0.0              0.0              0.0              0.0       1525.39786              0.0       2451.23931        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   2.6238922E-9  4.1899472E-11
2011-10-01T00:00:00    22     1           15.5          653.5       5556.57237        0.0479419              0.0              0.0              0.0       1441.96820              0.0       2373.67386        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   2.7166607E-9  4.4525171E-11
2011-10-16T12:00:00    22     2           15.5          669.0       5537.92634              0.0              0.0              0.0              0.0       1435.91951              0.0       2361.12445        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   3.5533958E-9  5.8417508E-11
2011-11-01T00:00:00    23     1           15.0          684.0       5152.40457        0.1371630              0.0              0.0              0.0       1231.57932              0.0       2179.80571        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   3.8908183E-9  6.8293081E-11
2011-11-16T00:00:00    23     2           15.0          699.0       5135.87428              0.0              0.0              0.0              0.0       1226.47062              0.0       2168.52128        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   4.3582986E-9  7.6721071E-11
2011-12-01T00:00:00    24     1           15.5          714.5       4565.69569        0.2090735              0.0              0.0              0.0        960.91040              0.0       1931.72840        270.00933              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   2.7766873E-9  5.3618886E-11
2011-12-16T12:00:00    24     2           15.5          730.0       4550.77486              0.0              0.0              0.0              0.0        956.65776              0.0       1921.26930        270.00933              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   3.3551260E-9  6.4975968E-11
2012-01-01T00:00:00    25     1           15.5          745.5       2800.34075       1062.27232              0.0              0.0              0.0        676.99044              0.0       1672.48465        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   4.9171831E-9  1.4412506E-10
2012-01-16T12:00:00    25     2           15.5          761.0       2749.26482       1017.74103              0.0              0.0              0.0        674.73721              0.0       1668.19324        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.7157406E-9  1.1056542E-10
2012-02-01T00:00:00    26     1           14.5          775.5       2341.31776        990.96456              0.0              0.0              0.0        473.80347              0.0       1487.95639        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   4.3314685E-9  1.4669396E-10
2012-02-15T12:00:00    26     2           14.5          790.0       2298.28988        952.65544              0.0              0.0              0.0        472.30781              0.0       1484.73328        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.5815901E-9  1.2309154E-10
2012-03-01T00:00:00    27     1           15.5          805.5       2113.44330        918.83407              0.0              0.0              0.0        393.40921              0.0       1412.60668        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   4.0608938E-9  1.4903183E-10
