         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT           WEL_IN          WEL_OUT           GHB_IN          GHB_OUT           SWI_IN          SWI_OUT         IN_OUT  PERCENT_ERROR
  NaN                   1   122          365.0        44530.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0187182        0.0487182              0.0              0.0  3.4389158E-14  7.0587853E-11
  NaN                   1   123          365.0        44895.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0186529        0.0486529              0.0              0.0  4.5047299E-14  9.2589152E-11
  NaN                   1   124          365.0        45260.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0185875        0.0485875              0.0              0.0  1.6625590E-14  3.4217854E-11
  NaN                   1   125          365.0        45625.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0185218        0.0485218              0.0              0.0  4.8600013E-14  1.0016111E-10
  NaN                   1   126          365.0        45990.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0184564        0.0484564              0.0              0.0  1.6625590E-14  3.4310388E-11
  NaN                   1   127          365.0        46355.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0183909        0.0483909              0.0              0.0  6.9916295E-14  1.4448230E-10
  NaN                   1   128          365.0        46720.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0183251        0.0483251              0.0              0.0  5.5705440E-14  1.1527219E-10
  NaN                   1   129          365.0        47085.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0182597        0.0482597              0.0              0.0  4.5047299E-14  9.3343560E-11
  NaN                   1   130          365.0        47450.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0181941        0.0481941              0.0              0.0  5.5705440E-14  1.1558567E-10
  NaN                   1   131          365.0        47815.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0181284        0.0481284              0.0              0.0  2.0178303E-14  4.1925959E-11
  NaN                   1   132          365.0        48180.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0180628        0.0480628              0.0              0.0  3.4389158E-14  7.1550484E-11
  NaN                   1   133          365.0        48545.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0179968        0.0479968              0.0              0.0  1.3072876E-14  2.7236952E-11
  NaN                   1   134          365.0        48910.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0179314        0.0479314              0.0              0.0  3.4389158E-14  7.1746671E-11
  NaN                   1   135          365.0        49275.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0178657        0.0478657              0.0              0.0  1.6625590E-14  3.4733816E-11
  NaN                   1   136          365.0        49640.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0177998        0.0477998              0.0              0.0  4.1494586E-14  8.6809145E-11
  NaN                   1   137          365.0        50005.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0177343        0.0477343              0.0              0.0  4.8600013E-14  1.0181352E-10
  NaN                   1   138          365.0        50370.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0176687        0.0476687              0.0              0.0  3.0836445E-14  6.4689031E-11
  NaN                   1   139          365.0        50735.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0176029        0.0476029              0.0              0.0  1.6625590E-14  3.4925570E-11
  NaN                   1   140          365.0        51100.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0175379        0.0475379              0.0              0.0  5.5705440E-14  1.1718108E-10
  NaN                   1   141          365.0        51465.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0174732        0.0474732              0.0              0.0  4.1494586E-14  8.7406392E-11
  NaN                   1   142          365.0        51830.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0174068        0.0474068              0.0              0.0  2.0178303E-14  4.2564195E-11
  NaN                   1   143          365.0        52195.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0173389        0.0473389              0.0              0.0  3.7941872E-14  8.0149391E-11
  NaN                   1   144          365.0        52560.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0172707        0.0472707              0.0              0.0  1.3072876E-14  2.7655332E-11
  NaN                   1   145          365.0        52925.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0172041        0.0472041              0.0              0.0  5.2152727E-14  1.1048339E-10
  NaN                   1   146          365.0        53290.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0171353        0.0471353              0.0              0.0  2.3731017E-14  5.0346597E-11
  NaN                   1   147          365.0        53655.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0170679        0.0470679              0.0              0.0  4.1494586E-14  8.8158933E-11
  NaN                   1   148          365.0        54020.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0170009        0.0470009              0.0              0.0  2.7283731E-14  5.8049424E-11
  NaN                   1   149          365.0        54385.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0169352        0.0469352              0.0              0.0  2.7283731E-14  5.8130607E-11
  NaN                   1   150          365.0        54750.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0168672        0.0468672              0.0              0.0  1.3072876E-14  2.7893436E-11
  NaN                   1   151          365.0        55115.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0168008        0.0468008              0.0              0.0  7.7021722E-14  1.6457368E-10
  NaN                   1   152          365.0        55480.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0167346        0.0467346              0.0              0.0  9.5201624E-15  2.0370704E-11
  NaN                   1   153          365.0        55845.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0166687        0.0466687              0.0              0.0  4.8600013E-14  1.0413839E-10
  NaN                   1   154          365.0        56210.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0166042        0.0466042              0.0              0.0  8.0574436E-14  1.7289098E-10
  NaN                   1   155          365.0        56575.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0165368        0.0465368              0.0              0.0  4.8600013E-14  1.0443348E-10
  NaN                   1   156          365.0        56940.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0164716        0.0464716              0.0              0.0  6.6363581E-14  1.4280449E-10
  NaN                   1   157          365.0        57305.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0164063        0.0464063              0.0              0.0  1.6625590E-14  3.5826155E-11
  NaN                   1   158          365.0        57670.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0163412        0.0463412              0.0              0.0  2.3731017E-14  5.1209276E-11
  NaN                   1   159          365.0        58035.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0162764        0.0462764              0.0              0.0  5.9258154E-14  1.2805270E-10
  NaN                   1   160          365.0        58400.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0162118        0.0462118              0.0              0.0  4.1494586E-14  8.9792091E-11
  NaN                   1   161          365.0        58765.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0161474        0.0461474              0.0              0.0  5.2152727E-14  1.1301329E-10
  NaN                   1   162          365.0        59130.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0160830        0.0460830              0.0              0.0  4.5047299E-14  9.7752454E-11
  NaN                   1   163          365.0        59495.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0160189        0.0460189              0.0              0.0  4.1494586E-14  9.0168663E-11
  NaN                   1   164          365.0        59860.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0159550        0.0459550              0.0              0.0  2.0178303E-14  4.3908832E-11
  NaN                   1   165          365.0        60225.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0158911        0.0458911              0.0              0.0  6.6363581E-14  1.4461109E-10
